Date,Origin,Destination,Expected Departure Time,Actual Departure Time,Departure Delay,Expected Arrival Time,Distance
2014-01-01,IAH,TYR,1432,0.0,0.0,1535,163.0
2014-01-01,TYR,IAH,1605,0.0,0.0,1708,163.0
2014-01-01,IAH,HRL,2058,2107.0,9.0,2208,295.0
2014-01-01,HRL,IAH,1711,0.0,0.0,1825,295.0
2014-01-01,HRL,IAH,1247,0.0,0.0,1356,295.0
2014-01-01,HRL,IAH,1037,0.0,0.0,1150,295.0
2014-01-01,IAH,HRL,1533,0.0,0.0,1641,295.0
2014-01-01,ORD,TVC,1636,0.0,0.0,1838,224.0
2014-01-01,CLT,ORD,750,0.0,0.0,858,599.0
2014-01-01,DEN,ABQ,2209,0.0,0.0,2327,349.0
2014-01-01,DEN,ISN,1935,2215.0,160.0,2220,576.0
2014-01-01,ATL,MDW,2230,0.0,0.0,2335,591.0
2014-01-01,MDW,ATL,1705,2310.0,365.0,1955,591.0
2014-01-01,MDW,ATL,1900,0.0,0.0,2150,591.0
2014-01-01,ORD,TUL,1410,0.0,0.0,1605,585.0
2014-01-01,TUL,ORD,1640,0.0,0.0,1835,585.0
2014-01-01,CLT,ORD,1815,0.0,0.0,1930,599.0
2014-01-01,MDT,ORD,715,0.0,0.0,840,594.0
2014-01-01,ORD,CMI,2040,0.0,0.0,2125,135.0
2014-01-01,ORD,MKE,1740,0.0,0.0,1825,67.0
2014-01-01,BMI,ORD,1800,0.0,0.0,1855,116.0
2014-01-01,ORD,BMI,1635,0.0,0.0,1725,116.0
2014-01-01,DSM,ORD,1535,0.0,0.0,1655,299.0
2014-01-01,ORD,DSM,1345,0.0,0.0,1455,299.0
2014-01-01,FWA,ORD,1835,0.0,0.0,1835,157.0
2014-01-01,ORD,FWA,1610,0.0,0.0,1800,157.0
2014-01-01,XNA,ORD,1230,0.0,0.0,1415,522.0
2014-01-01,CMH,ORD,1850,0.0,0.0,1930,296.0
2014-01-01,ORD,CMH,1600,0.0,0.0,1815,296.0
2014-01-01,BUF,ORD,2020,0.0,0.0,2110,473.0
2014-01-01,ORD,BUF,1715,0.0,0.0,1945,473.0
2014-01-01,MEM,ORD,605,0.0,0.0,805,491.0
2014-01-01,ORD,CLT,2140,0.0,0.0,30,599.0
2014-01-01,STL,ORD,1200,0.0,0.0,1310,258.0
2014-01-01,SYR,ORD,1335,0.0,0.0,1455,607.0
2014-01-01,MLI,ORD,705,0.0,0.0,810,139.0
2014-01-01,ORD,CHO,1930,0.0,0.0,2210,567.0
2014-01-01,ALO,ORD,1640,0.0,0.0,1750,234.0
2014-01-01,CMH,ORD,855,0.0,0.0,925,296.0
2014-01-01,MCI,ORD,1735,0.0,0.0,1910,403.0
2014-01-01,ORD,MCI,1530,0.0,0.0,1700,403.0
2014-01-01,TVC,ORD,805,0.0,0.0,835,224.0
2014-01-01,ORD,MHK,1900,0.0,0.0,2045,501.0
2014-01-01,ORD,XNA,1225,1628.0,243.0,1410,522.0
2014-01-01,XNA,ORD,1445,0.0,0.0,1630,522.0
2014-01-01,ORD,CMH,1300,0.0,0.0,1510,296.0
2014-01-01,EVV,ORD,1530,0.0,0.0,1655,273.0
2014-01-01,ORD,EVV,1350,0.0,0.0,1455,273.0
2014-01-01,ORD,DAY,1310,0.0,0.0,1515,240.0
2014-01-01,ORD,MEM,2135,0.0,0.0,2320,491.0
2014-01-01,COU,ORD,1340,0.0,0.0,1500,315.0
2014-01-01,ORD,ALO,1940,0.0,0.0,2050,234.0
2014-01-01,ORD,ART,1845,0.0,0.0,2130,618.0
2014-01-01,ORD,CLE,2130,0.0,0.0,2340,315.0
2014-01-01,CHO,ORD,1710,0.0,0.0,1810,567.0
2014-01-01,MDT,ORD,1310,0.0,0.0,1420,594.0
2014-01-01,ORD,MDT,950,0.0,0.0,1230,594.0
2014-01-01,OKC,ORD,1155,0.0,0.0,1400,693.0
2014-01-01,SAN,LAX,645,0.0,0.0,730,109.0
2014-01-01,LIT,ORD,1910,0.0,0.0,2105,552.0
2014-01-01,ORD,EVV,1955,0.0,0.0,2100,273.0
2014-01-01,CLT,ORD,2035,0.0,0.0,2135,599.0
2014-01-01,ORD,CLT,1710,0.0,0.0,1955,599.0
2014-01-01,DAY,ORD,1550,0.0,0.0,1600,240.0
2014-01-01,ORD,BNA,2000,0.0,0.0,2125,409.0
2014-01-01,ORD,RIC,800,0.0,0.0,1050,642.0
2014-01-01,ORD,CVG,2045,0.0,0.0,2250,265.0
2014-01-01,DTW,ORD,2000,0.0,0.0,2030,235.0
2014-01-01,ORD,DTW,1655,0.0,0.0,1925,235.0
2014-01-01,ORD,MDT,1905,0.0,0.0,2150,594.0
2014-01-01,ORD,RST,835,0.0,0.0,945,268.0
2014-01-01,RST,ORD,1030,0.0,0.0,1145,268.0
2014-01-01,MKE,ORD,1530,0.0,0.0,1625,67.0
2014-01-01,CVG,ORD,1715,0.0,0.0,1740,265.0
2014-01-01,ORD,CVG,1430,0.0,0.0,1635,265.0
2014-01-01,ORD,OMA,1155,0.0,0.0,1325,416.0
2014-01-01,CLE,ORD,1820,0.0,0.0,1855,315.0
2014-01-01,ORD,CLE,1525,0.0,0.0,1740,315.0
2014-01-01,SYR,ORD,700,0.0,0.0,830,607.0
2014-01-01,CLE,ORD,1535,0.0,0.0,1605,315.0
2014-01-01,BWI,ORD,2020,0.0,0.0,2135,622.0
2014-01-01,ORD,BWI,1650,0.0,0.0,1945,622.0
2014-01-01,ORD,SGF,1900,0.0,0.0,2035,438.0
2014-01-01,ORD,SGF,1320,0.0,0.0,1455,438.0
2014-01-01,SGF,ORD,1530,0.0,0.0,1705,438.0
2014-01-01,ORD,BWI,1140,0.0,0.0,1430,622.0
2014-01-01,DTW,ORD,1610,0.0,0.0,1635,235.0
2014-01-01,ORD,DTW,1310,0.0,0.0,1530,235.0
2014-01-01,ORD,ICT,1915,0.0,0.0,2110,588.0
2014-01-01,CMI,ORD,1720,0.0,0.0,1820,135.0
2014-01-01,FSD,ORD,1740,0.0,0.0,1925,462.0
2014-01-01,ORD,FSD,1520,0.0,0.0,1700,462.0
2014-01-01,SGF,ORD,710,0.0,0.0,900,438.0
2014-01-01,MCI,ORD,1140,0.0,0.0,1310,403.0
2014-01-01,ORD,MCI,935,0.0,0.0,1105,403.0
2014-01-01,MDT,ORD,1740,0.0,0.0,1850,594.0
2014-01-01,ORD,FAR,2005,0.0,0.0,2155,557.0
2014-01-01,ORD,PIT,935,0.0,0.0,1200,413.0
2014-01-01,ORD,IAH,2120,0.0,0.0,2355,925.0
2014-01-01,ORD,SYR,1920,0.0,0.0,2205,607.0
2014-01-01,ORD,TVC,1950,0.0,0.0,2150,224.0
2014-01-01,ORD,LIT,2140,0.0,0.0,2330,552.0
2014-01-01,ORD,SUX,1920,0.0,0.0,2055,436.0
2014-01-01,ICT,ORD,1710,0.0,0.0,1905,588.0
2014-01-01,AZO,ORD,615,0.0,0.0,615,122.0
2014-01-01,ATL,ORD,2055,0.0,0.0,2155,606.0
2014-01-01,ORD,ATL,1725,0.0,0.0,2015,606.0
2014-01-01,FAR,ORD,1745,0.0,0.0,1940,557.0
2014-01-01,RIC,ORD,605,0.0,0.0,725,642.0
2014-01-01,ORD,MLI,805,0.0,0.0,855,139.0
2014-01-01,ORD,RIC,1615,0.0,0.0,1905,642.0
2014-01-01,RIC,ORD,1940,0.0,0.0,2100,642.0
2014-01-01,ORD,DSM,1740,0.0,0.0,1850,299.0
2014-01-01,GRB,ORD,1515,0.0,0.0,1620,173.0
2014-01-01,ORD,GRB,1345,0.0,0.0,1435,173.0
2014-01-01,CMI,ORD,800,0.0,0.0,915,135.0
2014-01-01,OMA,ORD,1730,0.0,0.0,1910,416.0
2014-01-01,ORD,OMA,1525,0.0,0.0,1655,416.0
2014-01-01,HSV,ORD,1215,0.0,0.0,1410,510.0
2014-01-01,ART,ORD,1735,0.0,0.0,1855,618.0
2014-01-01,ORD,ART,1415,1908.0,293.0,1700,618.0
2014-01-01,SUX,ORD,1440,0.0,0.0,1615,436.0
2014-01-01,LIT,ORD,750,0.0,0.0,945,552.0
2014-01-01,ORD,OKC,1435,0.0,0.0,1640,693.0
2014-01-01,ORD,SYR,1345,0.0,0.0,1630,607.0
2014-01-01,BNA,ORD,1425,0.0,0.0,1600,409.0
2014-01-01,ORD,XNA,2010,0.0,0.0,2150,522.0
2014-01-01,IND,ORD,1100,0.0,0.0,1105,177.0
2014-01-01,ORD,IND,830,0.0,0.0,1025,177.0
2014-01-01,SUX,ORD,620,0.0,0.0,800,436.0
2014-01-01,ORD,CMI,1100,0.0,0.0,1145,135.0
2014-01-01,ORD,LIT,800,0.0,0.0,950,552.0
2014-01-01,BNA,ORD,1920,0.0,0.0,2055,409.0
2014-01-01,MHK,ORD,705,0.0,0.0,900,501.0
2014-01-01,ORD,ROC,1355,0.0,0.0,1635,528.0
2014-01-01,ROC,ORD,1710,0.0,0.0,1815,528.0
2014-01-01,ORD,COU,1535,0.0,0.0,1655,315.0
2014-01-01,ORD,PIT,1350,0.0,0.0,1610,413.0
2014-01-01,PIT,ORD,1650,0.0,0.0,1725,413.0
2014-01-01,BNA,DCA,1730,0.0,0.0,2005,562.0
2014-01-01,DCA,BNA,1605,0.0,0.0,1700,562.0
2014-01-01,AUS,HRL,1745,0.0,0.0,1850,273.0
2014-01-01,DAL,HRL,2005,0.0,0.0,2130,458.0
2014-01-01,HRL,DAL,1805,0.0,0.0,1930,458.0
2014-01-01,HRL,HOU,1915,0.0,0.0,2015,277.0
2014-01-01,HRL,HOU,1500,0.0,0.0,1605,277.0
2014-01-01,HRL,SAT,1415,0.0,0.0,1510,233.0
2014-01-01,DSM,ORD,1045,0.0,0.0,1205,299.0
2014-01-01,DTW,ORD,1230,0.0,0.0,1250,235.0
2014-01-01,ORD,DTW,935,0.0,0.0,1155,235.0
2014-01-01,ORD,FWA,840,0.0,0.0,1030,157.0
2014-01-01,ORD,OMA,2120,0.0,0.0,2250,416.0
2014-01-01,ORD,BNA,1625,0.0,0.0,1755,409.0
2014-01-01,BUF,ORD,625,0.0,0.0,715,473.0
2014-01-01,ORD,XNA,1455,0.0,0.0,1640,522.0
2014-01-01,EWR,ORD,2030,0.0,0.0,2150,719.0
2014-01-01,ORD,EWR,1640,0.0,0.0,1940,719.0
2014-01-01,XNA,ORD,1815,0.0,0.0,2010,522.0
2014-01-01,DCA,ORD,1540,0.0,0.0,1645,612.0
2014-01-01,ELP,ORD,1435,0.0,0.0,1830,1236.0
2014-01-01,ORD,TVC,1125,0.0,0.0,1325,224.0
2014-01-01,DTW,ORD,1330,0.0,0.0,1350,235.0
2014-01-01,ORD,DTW,1035,0.0,0.0,1255,235.0
2014-01-01,TYS,ORD,1645,0.0,0.0,1735,475.0
2014-01-01,ORD,TYS,1945,0.0,0.0,2215,475.0
2014-01-01,CWA,ORD,1925,0.0,0.0,2040,212.0
2014-01-01,ORD,CWA,1740,0.0,0.0,1845,212.0
2014-01-01,ORD,HSV,2010,0.0,0.0,2145,510.0
2014-01-01,ORD,XNA,850,0.0,0.0,1040,522.0
2014-01-01,XNA,ORD,1115,0.0,0.0,1300,522.0
2014-01-01,IAH,ORD,1645,0.0,0.0,1910,925.0
2014-01-01,ORD,ROC,2050,0.0,0.0,2330,528.0
2014-01-01,DTW,ORD,1740,0.0,0.0,1805,235.0
2014-01-01,ORD,DTW,1445,0.0,0.0,1705,235.0
2014-01-01,CMH,ORD,1210,0.0,0.0,1230,296.0
2014-01-01,MEM,ORD,1410,0.0,0.0,1600,491.0
2014-01-01,EVV,ORD,1830,0.0,0.0,2000,273.0
2014-01-01,ORD,EVV,1650,0.0,0.0,1755,273.0
2014-01-01,OMA,ORD,1205,0.0,0.0,1340,416.0
2014-01-01,AVL,ORD,1614,0.0,0.0,1709,536.0
2014-01-01,CMX,ORD,1315,0.0,0.0,1351,359.0
2014-01-01,PDX,SEA,921,0.0,0.0,1016,129.0
2014-01-01,ORD,MKE,1809,0.0,0.0,1858,67.0
2014-01-01,ORD,TVC,724,0.0,0.0,927,224.0
2014-01-01,TVC,ORD,957,0.0,0.0,1021,224.0
2014-01-01,MKE,ORD,1736,0.0,0.0,1828,67.0
2014-01-01,ORD,MKE,1617,0.0,0.0,1706,67.0
2014-01-01,ORD,EAU,1955,0.0,0.0,2115,268.0
2014-01-01,ORD,ASE,1154,0.0,0.0,1348,1013.0
2014-01-01,ASE,ORD,715,0.0,0.0,1101,1013.0
2014-01-01,ORD,SAT,1240,0.0,0.0,1541,1041.0
2014-01-01,LWS,SLC,1205,1153.0,-12.0,1430,461.0
2014-01-01,SLC,LWS,1708,0.0,0.0,1752,461.0
2014-01-01,SLC,GEG,2002,0.0,0.0,2101,546.0
2014-01-01,DCA,ORD,1838,0.0,0.0,1946,612.0
2014-01-01,ORD,DCA,1510,0.0,0.0,1759,612.0
2014-01-01,LAX,GEG,2015,0.0,0.0,2252,945.0
2014-01-01,ORD,CMX,1021,0.0,0.0,1245,359.0
2014-01-01,MKE,ORD,645,0.0,0.0,731,67.0
2014-01-01,MKE,ORD,1638,0.0,0.0,1730,67.0
2014-01-01,ORD,TUL,1516,0.0,0.0,1716,585.0
2014-01-01,TUL,ORD,1746,0.0,0.0,1941,585.0
2014-01-01,CLE,CHS,1135,0.0,0.0,1345,595.0
2014-01-01,PIT,CLE,1007,0.0,0.0,1100,106.0
2014-01-01,ORD,CHS,753,0.0,0.0,1058,760.0
2014-01-01,BHM,ORD,1721,0.0,0.0,1929,584.0
2014-01-01,ORD,BHM,1505,0.0,0.0,1651,584.0
2014-01-01,DSM,ORD,1604,0.0,0.0,1720,299.0
2014-01-01,DLH,ORD,1543,0.0,0.0,1724,397.0
2014-01-01,ORD,DLH,2058,0.0,0.0,2227,397.0
2014-01-01,SEA,PDX,1042,0.0,0.0,1131,129.0
2014-01-01,ORD,AVL,1915,0.0,0.0,2152,536.0
2014-01-01,ORD,PAH,1319,0.0,0.0,1440,342.0
2014-01-01,PAH,ORD,1510,0.0,0.0,1640,342.0
2014-01-01,CEC,SFO,529,0.0,0.0,713,304.0
2014-01-01,MKE,ORD,730,0.0,0.0,816,67.0
2014-01-01,FWA,ORD,1830,0.0,0.0,1831,157.0
2014-01-01,ORD,FWA,1604,0.0,0.0,1800,157.0
2014-01-01,ORD,DLH,856,0.0,0.0,1027,397.0
2014-01-01,ORD,CMX,2112,0.0,0.0,2336,359.0
2014-01-01,PDX,EUG,2225,0.0,0.0,2305,106.0
2014-01-01,MBS,ORD,1524,0.0,0.0,1537,222.0
2014-01-01,ORD,MBS,1251,0.0,0.0,1454,222.0
2014-01-01,ORD,FWA,830,0.0,0.0,1026,157.0
2014-01-01,SEA,PDX,935,0.0,0.0,1024,129.0
2014-01-01,MKE,ORD,1039,0.0,0.0,1125,67.0
2014-01-01,ORD,MKE,923,0.0,0.0,1009,67.0
2014-01-01,PDX,SEA,745,0.0,0.0,840,129.0
2014-01-01,MBS,ORD,2018,0.0,0.0,2032,222.0
2014-01-01,ORD,MBS,1744,0.0,0.0,1948,222.0
2014-01-01,ORD,MBS,815,0.0,0.0,1021,222.0
2014-01-01,SPI,ORD,600,0.0,0.0,701,174.0
2014-01-01,ORD,SPI,1715,0.0,0.0,1813,174.0
2014-01-01,SPI,ORD,1843,0.0,0.0,1944,174.0
2014-01-01,ACV,SFO,531,0.0,0.0,702,250.0
2014-01-01,SAN,LAX,615,0.0,0.0,719,109.0
2014-01-01,PDX,EUG,1942,0.0,0.0,2022,106.0
2014-01-01,MKG,ORD,1932,0.0,0.0,1930,118.0
2014-01-01,SLC,ORD,745,0.0,0.0,1200,1250.0
2014-01-01,ORD,COS,2014,0.0,0.0,2200,911.0
2014-01-01,EAU,ORD,1501,0.0,0.0,1624,268.0
2014-01-01,ORD,EAU,1311,0.0,0.0,1431,268.0
2014-01-01,FSD,ORD,1359,0.0,0.0,1529,462.0
2014-01-01,SEA,SFO,521,0.0,0.0,736,679.0
2014-01-01,LNK,ORD,548,0.0,0.0,725,466.0
2014-01-01,ORD,CMI,1930,0.0,0.0,2020,135.0
2014-01-01,ORD,STL,1400,0.0,0.0,1505,258.0
2014-01-01,ORD,SLC,1744,0.0,0.0,2021,1250.0
2014-01-01,SLC,PIH,2010,0.0,0.0,2101,150.0
2014-01-01,PIT,ORD,1235,0.0,0.0,1310,413.0
2014-01-01,ORD,CMH,1810,0.0,0.0,2020,296.0
2014-01-01,ORD,ELP,2125,0.0,0.0,2335,1236.0
2014-01-01,MSN,ORD,1715,0.0,0.0,1820,108.0
2014-01-01,ORD,MSN,1535,0.0,0.0,1630,108.0
2014-01-01,ORD,IAH,1000,0.0,0.0,1251,925.0
2014-01-01,ORD,PIT,1928,0.0,0.0,2154,413.0
2014-01-01,ORD,SFO,905,0.0,0.0,1157,1846.0
2014-01-01,JAC,DEN,710,0.0,0.0,857,406.0
2014-01-01,ORD,DEN,540,0.0,0.0,724,888.0
2014-01-01,ORD,EWR,500,0.0,0.0,804,719.0
