,Date,Airport,Latitude,Longitude,Max Temp,Precip,Precip Type,Wind Speed
1245,2018-05-30,DFW,32.896,-97.037,93.8,0.0,NA,20.8
1246,2018-05-31,DFW,32.896,-97.037,94.9,0.0,NA,24.1
1247,2018-06-01,DFW,32.896,-97.037,96.2,0.0,NA,21.9
1248,2018-06-02,DFW,32.896,-97.037,97.1,0.0,NA,17.2
1249,2018-06-03,DFW,32.896,-97.037,91.1,0.0,NA,19.7
1250,2018-06-04,DFW,32.896,-97.037,83.0,0.2,"rain,",13.9
1251,2018-06-05,DFW,32.896,-97.037,92.9,0.0,NA,15.0
1252,2018-06-06,DFW,32.896,-97.037,96.2,0.3,"rain,",26.3
1253,2018-06-07,DFW,32.896,-97.037,93.8,0.63,"rain,",25.0
1254,2018-06-08,DFW,32.896,-97.037,93.8,0.0,NA,20.7
1255,2018-06-09,DFW,32.896,-97.037,93.8,0.0,NA,16.1
1256,2018-06-10,DFW,32.896,-97.037,95.0,0.0,NA,19.6
1257,2018-06-11,DFW,32.896,-97.037,95.0,0.0,NA,21.9
1258,2018-06-12,DFW,32.896,-97.037,94.9,0.0,NA,18.3
1259,2018-06-13,DFW,32.896,-97.037,96.2,0.0,NA,17.2
1260,2018-06-14,DFW,32.896,-97.037,96.2,0.0,NA,17.2
1261,2018-06-15,DFW,32.896,-97.037,95.0,0.0,NA,18.3
1262,2018-06-16,DFW,32.896,-97.037,94.9,0.0,NA,19.7
1263,2018-06-17,DFW,32.896,-97.037,93.8,0.0,NA,20.8
1264,2018-06-18,DFW,32.896,-97.037,91.1,0.0,NA,21.9
1265,2018-06-19,DFW,32.896,-97.037,84.8,0.05,"rain,",17.2
1266,2018-06-20,DFW,32.896,-97.037,89.1,0.03,"rain,",17.2
1267,2018-06-21,DFW,32.896,-97.037,97.1,0.0,NA,12.7
1268,2018-06-22,DFW,32.896,-97.037,101.0,0.0,NA,15.0
1269,2018-06-23,DFW,32.896,-97.037,96.2,0.02,"rain,",19.7
1270,2018-06-24,DFW,32.896,-97.037,98.1,0.0,NA,35.7
1271,2018-06-25,DFW,32.896,-97.037,93.8,0.04,"rain,",31.0
1272,2018-06-26,DFW,32.896,-97.037,97.1,0.0,NA,21.9
1273,2018-06-27,DFW,32.896,-97.037,99.0,0.0,NA,21.9
1274,2018-06-28,DFW,32.896,-97.037,99.0,0.0,NA,19.6
1275,2018-06-29,DFW,32.896,-97.037,98.1,0.0,NA,23.0
1276,2018-06-30,DFW,32.896,-97.037,100.1,0.0,NA,21.9
1277,2018-07-01,DFW,32.896,-97.037,101.0,0.0,NA,20.8
1278,2018-07-02,DFW,32.896,-97.037,100.1,0.0,NA,17.2
1279,2018-07-03,DFW,32.896,-97.037,101.0,0.0,NA,21.9
1280,2018-07-04,DFW,32.896,-97.037,92.0,0.0,NA,19.7
1281,2018-07-05,DFW,32.896,-97.037,96.2,0.0,NA,15.0
1282,2018-07-06,DFW,32.896,-97.037,96.2,0.0,NA,23.0
1283,2018-07-07,DFW,32.896,-97.037,94.9,0.0,NA,17.2
1284,2018-07-08,DFW,32.896,-97.037,94.9,0.0,NA,15.0
1285,2018-07-09,DFW,32.896,-97.037,88.1,0.0,NA,18.3
1286,2018-07-10,DFW,32.896,-97.037,93.8,0.03,"rain,",15.0
1287,2018-07-11,DFW,32.896,-97.037,94.9,0.0,NA,15.0
1288,2018-07-12,DFW,32.896,-97.037,96.2,0.16,"rain,",19.6
1289,2018-07-13,DFW,32.896,-97.037,97.1,0.0,NA,17.2
1290,2018-07-14,DFW,32.896,-97.037,99.0,0.0,NA,15.0
1291,2018-07-15,DFW,32.896,-97.037,99.0,0.0,NA,16.1
1292,2018-07-16,DFW,32.896,-97.037,101.0,0.0,NA,15.0
1293,2018-07-17,DFW,32.896,-97.037,103.9,0.0,NA,12.7
1294,2018-07-18,DFW,32.896,-97.037,106.1,0.0,NA,16.1
1295,2018-07-19,DFW,32.896,-97.037,107.1,0.0,NA,18.3
1296,2018-07-20,DFW,32.896,-97.037,107.1,0.0,NA,20.8
1297,2018-07-21,DFW,32.896,-97.037,108.0,0.0,NA,21.9
1298,2018-07-22,DFW,32.896,-97.037,108.0,0.0,NA,18.3
1299,2018-07-23,DFW,32.896,-97.037,101.9,0.0,NA,19.6
1300,2018-07-24,DFW,32.896,-97.037,98.1,0.0,NA,13.8
1301,2018-07-25,DFW,32.896,-97.037,100.1,0.0,NA,10.3
1302,2018-07-26,DFW,32.896,-97.037,101.9,0.0,NA,12.7
1303,2018-07-27,DFW,32.896,-97.037,98.1,0.0,NA,11.4
1304,2018-07-28,DFW,32.896,-97.037,101.0,0.0,NA,13.9
1305,2018-07-29,DFW,32.896,-97.037,99.0,0.0,NA,16.1
1306,2018-07-30,DFW,32.896,-97.037,90.0,0.05,"rain,",33.3
1307,2018-07-31,DFW,32.896,-97.037,91.1,0.01,"rain,",17.2
1308,2018-08-01,DFW,32.896,-97.037,93.8,0.0,NA,11.4
1309,2018-08-02,DFW,32.896,-97.037,96.2,0.0,NA,10.3
1310,2018-08-03,DFW,32.896,-97.037,97.1,0.0,NA,13.9
1311,2018-08-04,DFW,32.896,-97.037,98.1,0.0,NA,20.8
1312,2018-08-05,DFW,32.896,-97.037,97.1,0.0,NA,20.8
1313,2018-08-06,DFW,32.896,-97.037,97.1,0.0,NA,15.0
1314,2018-08-07,DFW,32.896,-97.037,99.0,0.0,NA,19.7
1315,2018-08-08,DFW,32.896,-97.037,92.0,0.0,NA,19.6
1316,2018-08-09,DFW,32.896,-97.037,95.0,0.24,"rain,",16.0
1317,2018-08-10,DFW,32.896,-97.037,83.0,0.21,"rain,",15.0
1318,2018-08-11,DFW,32.896,-97.037,78.2,2.0,"rain,",16.1
1319,2018-08-12,DFW,32.896,-97.037,85.9,0.05,"rain,",19.6
1320,2018-08-13,DFW,32.896,-97.037,87.2,0.32,"rain,",19.7
1321,2018-08-14,DFW,32.896,-97.037,88.1,0.08,"rain,",16.1
1322,2018-08-15,DFW,32.896,-97.037,97.1,0.0,NA,18.3
1323,2018-08-16,DFW,32.896,-97.037,97.1,0.0,NA,16.1
1324,2018-08-17,DFW,32.896,-97.037,98.1,0.0,NA,16.1
1325,2018-08-18,DFW,32.896,-97.037,100.1,0.08,"rain,",17.2
1326,2018-08-19,DFW,32.896,-97.037,94.9,0.01,"rain,",12.7
1327,2018-08-20,DFW,32.896,-97.037,92.9,0.0,NA,17.2
1328,2018-08-21,DFW,32.896,-97.037,91.2,0.0,NA,11.3
1329,2018-08-22,DFW,32.896,-97.037,92.9,0.0,NA,9.2
1330,2018-08-23,DFW,32.896,-97.037,98.1,0.0,NA,15.0
1331,2018-08-24,DFW,32.896,-97.037,98.1,0.0,NA,18.3
1332,2018-08-25,DFW,32.896,-97.037,97.1,0.0,NA,17.2
1333,2018-08-26,DFW,32.896,-97.037,94.9,0.0,NA,18.3
1334,2018-08-27,DFW,32.896,-97.037,96.2,0.0,NA,18.3
1335,2018-08-28,DFW,32.896,-97.037,96.2,0.0,NA,19.7
1336,2018-08-29,DFW,32.896,-97.037,97.1,0.0,NA,19.6
1337,2018-08-30,DFW,32.896,-97.037,94.9,0.0,NA,12.7
1338,2018-08-31,DFW,32.896,-97.037,96.2,0.0,NA,12.7
1339,2018-09-01,DFW,32.896,-97.037,93.8,0.0,NA,16.1
1340,2018-09-02,DFW,32.896,-97.037,92.9,0.0,NA,21.9
1341,2018-09-03,DFW,32.896,-97.037,80.1,0.24,"rain,",15.0
1342,2018-09-04,DFW,32.896,-97.037,90.0,0.0,NA,16.1
1343,2018-09-05,DFW,32.896,-97.037,89.1,0.0,NA,12.7
1344,2018-09-06,DFW,32.896,-97.037,90.0,0.82,"rain,",16.1
1345,2018-09-07,DFW,32.896,-97.037,90.0,0.49,"rain,",19.6
1346,2018-09-08,DFW,32.896,-97.037,75.8,0.97,"rain,",11.4
1347,2018-09-09,DFW,32.896,-97.037,74.9,0.0,NA,12.7
1348,2018-09-10,DFW,32.896,-97.037,76.9,0.03,"rain,",10.3
1349,2018-09-11,DFW,32.896,-97.037,79.1,0.04,"rain,",11.4
1350,2018-09-12,DFW,32.896,-97.037,83.9,0.1,"rain,",12.8
1351,2018-09-13,DFW,32.896,-97.037,88.1,0.0,NA,11.4
1352,2018-09-14,DFW,32.896,-97.037,84.8,0.45,"rain,",16.1
1353,2018-09-15,DFW,32.896,-97.037,91.1,0.0,NA,12.7
1354,2018-09-16,DFW,32.896,-97.037,92.0,0.0,NA,6.9
1355,2018-09-17,DFW,32.896,-97.037,92.0,0.0,NA,10.3
1356,2018-09-18,DFW,32.896,-97.037,92.9,0.0,NA,11.4
1357,2018-09-19,DFW,32.896,-97.037,93.8,0.0,NA,13.9
1358,2018-09-20,DFW,32.896,-97.037,89.1,0.03,"rain,",16.8
1359,2018-09-21,DFW,32.896,-97.037,84.8,3.47,"rain,",15.0
1360,2018-09-22,DFW,32.896,-97.037,74.9,4.67,"rain,",17.2
1361,2018-09-23,DFW,32.896,-97.037,72.0,0.04,"rain,",12.7
1362,2018-09-24,DFW,32.896,-97.037,80.1,0.0,NA,9.2
1363,2018-09-25,DFW,32.896,-97.037,90.0,0.0,NA,13.8
1364,2018-09-26,DFW,32.896,-97.037,77.0,0.81,"rain,",19.7
1365,2018-09-27,DFW,32.896,-97.037,78.2,0.0,NA,11.4
1366,2018-09-28,DFW,32.896,-97.037,77.0,0.0,NA,11.4
1367,2018-09-29,DFW,32.896,-97.037,79.1,0.31,"rain,",11.4
1368,2018-09-30,DFW,32.896,-97.037,83.0,0.0,NA,10.3
1369,2018-10-01,DFW,32.896,-97.037,84.8,0.0,NA,13.9
1370,2018-10-02,DFW,32.896,-97.037,85.9,0.0,NA,12.8
1371,2018-10-03,DFW,32.896,-97.037,90.0,0.0,NA,18.3
1372,2018-10-04,DFW,32.896,-97.037,89.1,0.0,NA,13.9
1373,2018-10-05,DFW,32.896,-97.037,89.1,0.0,NA,17.2
1374,2018-10-06,DFW,32.896,-97.037,88.1,0.28,"rain,",18.3
1375,2018-10-07,DFW,32.896,-97.037,88.1,0.13,"rain,",19.7
1376,2018-10-08,DFW,32.896,-97.037,81.0,0.57,"rain,",16.1
1377,2018-10-09,DFW,32.896,-97.037,74.0,2.28,"rain,",16.1
1378,2018-10-10,DFW,32.896,-97.037,71.1,0.0,NA,18.3
1379,2018-10-11,DFW,32.896,-97.037,73.1,0.0,NA,13.9
1380,2018-10-12,DFW,32.896,-97.037,66.0,0.56,"rain,",11.4
1381,2018-10-13,DFW,32.896,-97.037,65.0,2.21,"rain,",13.8
1382,2018-10-14,DFW,32.896,-97.037,79.1,0.06,"rain,",20.8
1383,2018-10-15,DFW,32.896,-97.037,50.0,2.83,"rain,",25.2
1384,2018-10-16,DFW,32.896,-97.037,51.2,1.7,"rain,",18.3
1385,2018-10-17,DFW,32.896,-97.037,56.0,0.57,"rain,",13.8
1386,2018-10-18,DFW,32.896,-97.037,65.9,0.0,NA,13.9
1387,2018-10-19,DFW,32.896,-97.037,62.1,1.1,"rain,",6.9
1388,2018-10-20,DFW,32.896,-97.037,73.1,0.0,NA,18.3
1389,2018-10-21,DFW,32.896,-97.037,69.2,0.0,NA,9.2
1390,2018-10-22,DFW,32.896,-97.037,64.1,0.0,NA,6.9
1391,2018-10-23,DFW,32.896,-97.037,71.1,0.0,NA,9.2
1392,2018-10-24,DFW,32.896,-97.037,57.8,2.18,"rain,",12.8
1393,2018-10-25,DFW,32.896,-97.037,62.1,0.04,"rain,",15.0
1394,2018-10-26,DFW,32.896,-97.037,73.1,0.0,NA,13.9
1395,2018-10-27,DFW,32.896,-97.037,82.1,0.0,NA,8.0
1396,2018-10-28,DFW,32.896,-97.037,84.8,0.0,NA,13.8
1397,2018-10-29,DFW,32.896,-97.037,82.1,0.0,NA,18.3
1398,2018-10-30,DFW,32.896,-97.037,82.1,0.0,NA,23.0
1399,2018-10-31,DFW,32.896,-97.037,70.1,1.13,"rain,",19.7
1400,2018-11-01,DFW,32.896,-97.037,62.1,0.0,NA,20.8
1401,2018-11-02,DFW,32.896,-97.037,73.1,0.0,NA,16.1
1402,2018-11-03,DFW,32.896,-97.037,74.0,0.32,"rain,",32.2
1403,2018-11-04,DFW,32.896,-97.037,65.0,0.0,NA,12.7
1404,2018-11-05,DFW,32.896,-97.037,80.1,0.0,NA,20.8
1405,2018-11-06,DFW,32.896,-97.037,73.1,0.0,NA,12.7
1406,2018-11-07,DFW,32.896,-97.037,69.2,0.0,NA,13.8
1407,2018-11-08,DFW,32.896,-97.037,56.9,0.29,"rain,",15.0
1408,2018-11-09,DFW,32.896,-97.037,53.1,0.0,NA,20.8
1409,2018-11-10,DFW,32.896,-97.037,51.2,0.0,NA,10.3
1410,2018-11-11,DFW,32.896,-97.037,52.1,0.04,"rain,",13.8
1411,2018-11-12,DFW,32.896,-97.037,46.1,0.2,"rain,",29.9
1412,2018-11-13,DFW,32.896,-97.037,40.9,0.0,NA,23.0
1413,2018-11-14,DFW,32.896,-97.037,47.9,0.0,NA,12.7
1414,2018-11-15,DFW,32.896,-97.037,65.0,0.0,NA,13.8
1415,2018-11-16,DFW,32.896,-97.037,72.0,0.0,NA,15.0
1416,2018-11-17,DFW,32.896,-97.037,69.2,0.0,NA,16.1
1417,2018-11-18,DFW,32.896,-97.037,61.1,0.0,NA,19.7
1418,2018-11-19,DFW,32.896,-97.037,54.0,0.0,NA,11.4
1419,2018-11-20,DFW,32.896,-97.037,57.8,0.0,NA,10.2
1420,2018-11-21,DFW,32.896,-97.037,60.2,0.0,NA,8.0
1421,2018-11-22,DFW,32.896,-97.037,63.0,0.0,NA,12.7
1422,2018-11-23,DFW,32.896,-97.037,74.9,0.0,NA,27.7
1423,2018-11-24,DFW,32.896,-97.037,74.0,0.0,NA,18.3
1424,2018-11-25,DFW,32.896,-97.037,61.1,0.0,NA,32.2
1425,2018-11-26,DFW,32.896,-97.037,51.2,0.0,NA,21.9
1426,2018-11-27,DFW,32.896,-97.037,65.9,0.0,NA,12.7
1427,2018-11-28,DFW,32.896,-97.037,71.1,0.0,NA,21.9
1428,2018-11-29,DFW,32.896,-97.037,78.2,0.0,NA,19.7
1429,2018-11-30,DFW,32.896,-97.037,72.0,0.01,"rain,",25.3
1430,2018-12-01,DFW,32.896,-97.037,71.1,0.0,NA,19.7
1431,2018-12-02,DFW,32.896,-97.037,57.8,0.0,NA,17.2
1432,2018-12-03,DFW,32.896,-97.037,52.1,0.0,NA,15.0
1433,2018-12-04,DFW,32.896,-97.037,46.1,0.0,NA,12.7
1434,2018-12-05,DFW,32.896,-97.037,53.1,0.0,NA,11.4
1435,2018-12-06,DFW,32.896,-97.037,53.1,0.2,"rain,",15.0
1436,2018-12-07,DFW,32.896,-97.037,46.1,0.58,"rain,",16.1
1437,2018-12-08,DFW,32.896,-97.037,42.2,0.5,"rain,",19.7
1438,2018-12-09,DFW,32.896,-97.037,49.9,0.0,NA,17.2
1439,2018-12-10,DFW,32.896,-97.037,56.9,0.0,NA,9.2
1440,2018-12-11,DFW,32.896,-97.037,58.9,0.0,NA,21.9
1441,2018-12-12,DFW,32.896,-97.037,63.0,0.0,NA,20.8
1442,2018-12-13,DFW,32.896,-97.037,65.0,0.09,"rain,",27.6
1443,2018-12-14,DFW,32.896,-97.037,49.9,0.0,NA,28.8
1444,2018-12-15,DFW,32.896,-97.037,60.2,0.0,NA,21.9
1445,2018-12-16,DFW,32.896,-97.037,64.1,0.0,NA,11.4
1446,2018-12-17,DFW,32.896,-97.037,53.1,0.0,NA,9.2
1447,2018-12-18,DFW,32.896,-97.037,62.1,0.0,NA,10.3
1448,2018-12-19,DFW,32.896,-97.037,57.8,0.03,"rain,",10.3
1449,2018-12-20,DFW,32.896,-97.037,58.9,0.0,NA,30.0
1450,2018-12-21,DFW,32.896,-97.037,57.8,0.0,NA,16.1
1451,2018-12-22,DFW,32.896,-97.037,65.9,0.0,NA,18.3
1452,2018-12-23,DFW,32.896,-97.037,55.1,0.0,NA,16.1
1453,2018-12-24,DFW,32.896,-97.037,60.2,0.0,NA,17.2
1454,2018-12-25,DFW,32.896,-97.037,64.1,0.0,NA,16.1
1455,2018-12-26,DFW,32.896,-97.037,65.0,2.25,"rain,",24.1
1456,2018-12-27,DFW,32.896,-97.037,62.1,0.45,"rain,",20.8
1457,2018-12-28,DFW,32.896,-97.037,45.0,0.0,NA,18.3
1458,2018-12-29,DFW,32.896,-97.037,39.8,0.0,NA,17.2
1459,2018-12-30,DFW,32.896,-97.037,40.9,0.0,NA,9.2
1460,2018-12-31,DFW,32.896,-97.037,61.1,0.46,"rain,",17.2
1461,2015-01-01,ATL,33.64,-84.427,56.9,0.05,"rain,",8.0
1462,2015-01-02,ATL,33.64,-84.427,48.8,0.95,"rain,",8.0
1463,2015-01-03,ATL,33.64,-84.427,56.9,0.16,"rain,",11.4
1464,2015-01-04,ATL,33.64,-84.427,64.1,1.64,"rain,",18.3
1465,2015-01-05,ATL,33.64,-84.427,47.9,0.0,NA,21.8
1466,2015-01-06,ATL,33.64,-84.427,53.1,0.0,NA,19.6
1467,2015-01-07,ATL,33.64,-84.427,41.0,0.0,NA,31.0
1468,2015-01-08,ATL,33.64,-84.427,32.0,0.0,NA,17.2
1469,2015-01-09,ATL,33.64,-84.427,41.0,0.0,NA,13.9
1470,2015-01-10,ATL,33.64,-84.427,46.1,0.0,NA,15.0
1471,2015-01-11,ATL,33.64,-84.427,45.0,0.08,"rain,",16.0
1472,2015-01-12,ATL,33.64,-84.427,47.9,0.02,"rain,",10.3
1473,2015-01-13,ATL,33.64,-84.427,48.8,0.07,"rain,",14.9
1474,2015-01-14,ATL,33.64,-84.427,44.1,0.0,NA,12.7
1475,2015-01-15,ATL,33.64,-84.427,38.0,0.23,"rain,",11.4
1476,2015-01-16,ATL,33.64,-84.427,53.1,0.0,NA,16.1
1477,2015-01-17,ATL,33.64,-84.427,59.0,0.0,NA,12.7
1478,2015-01-18,ATL,33.64,-84.427,59.0,0.0,NA,26.3
1479,2015-01-19,ATL,33.64,-84.427,65.0,0.0,NA,11.4
1480,2015-01-20,ATL,33.64,-84.427,65.9,0.0,NA,10.2
1481,2015-01-21,ATL,33.64,-84.427,63.0,0.0,NA,16.0
1482,2015-01-22,ATL,33.64,-84.427,55.1,0.0,NA,10.2
1483,2015-01-23,ATL,33.64,-84.427,47.0,1.07,"rain,",22.9
1484,2015-01-24,ATL,33.64,-84.427,47.9,0.02,"rain,",21.9
1485,2015-01-25,ATL,33.64,-84.427,59.0,0.03,"rain,",13.9
1486,2015-01-26,ATL,33.64,-84.427,45.0,0.01,"rain,",20.7
1487,2015-01-27,ATL,33.64,-84.427,47.9,0.0,NA,21.9
1488,2015-01-28,ATL,33.64,-84.427,55.1,0.0,NA,14.9
1489,2015-01-29,ATL,33.64,-84.427,59.0,0.0,NA,11.4
1490,2015-01-30,ATL,33.64,-84.427,55.1,0.0,NA,25.2
1491,2015-01-31,ATL,33.64,-84.427,54.0,0.0,NA,10.2
1492,2015-02-01,ATL,33.64,-84.427,56.0,0.45,"rain,",17.2
1493,2015-02-02,ATL,33.64,-84.427,56.9,0.47,"rain,",27.6
1494,2015-02-03,ATL,33.64,-84.427,50.0,0.0,NA,13.8
1495,2015-02-04,ATL,33.64,-84.427,50.0,0.0,NA,8.0
1496,2015-02-05,ATL,33.64,-84.427,50.0,0.0,NA,23.0
1497,2015-02-06,ATL,33.64,-84.427,52.1,0.0,NA,8.0
1498,2015-02-07,ATL,33.64,-84.427,64.1,0.0,NA,12.7
1499,2015-02-08,ATL,33.64,-84.427,66.8,0.0,NA,15.0
1500,2015-02-09,ATL,33.64,-84.427,63.0,0.34,"rain,",19.6
1501,2015-02-10,ATL,33.64,-84.427,54.0,0.0,NA,23.0
1502,2015-02-11,ATL,33.64,-84.427,64.1,0.0,NA,9.2
1503,2015-02-12,ATL,33.64,-84.427,48.8,0.0,NA,26.4
1504,2015-02-13,ATL,33.64,-84.427,45.0,0.0,NA,13.8
1505,2015-02-14,ATL,33.64,-84.427,60.2,0.0,NA,23.0
1506,2015-02-15,ATL,33.64,-84.427,47.9,0.0,NA,24.1
1507,2015-02-16,ATL,33.64,-84.427,39.8,1.19,"rain,snow,",17.1
1508,2015-02-17,ATL,33.64,-84.427,37.1,0.11,"rain,snow,",18.3
1509,2015-02-18,ATL,33.64,-84.427,38.9,0.0,NA,23.0
1510,2015-02-19,ATL,33.64,-84.427,27.0,0.0,NA,20.7
1511,2015-02-20,ATL,33.64,-84.427,35.1,0.0,NA,12.7
1512,2015-02-21,ATL,33.64,-84.427,55.9,0.05,"rain,",12.7
1513,2015-02-22,ATL,33.64,-84.427,55.1,0.46,"rain,",11.4
1514,2015-02-23,ATL,33.64,-84.427,47.9,0.33,"rain,",18.3
1515,2015-02-24,ATL,33.64,-84.427,36.0,0.11,"rain,snow,",10.3
1516,2015-02-25,ATL,33.64,-84.427,37.1,0.64,"rain,snow,",12.7
1517,2015-02-26,ATL,33.64,-84.427,42.1,0.04,"rain,",14.9
1518,2015-02-27,ATL,33.64,-84.427,47.9,0.0,NA,16.0
1519,2015-02-28,ATL,33.64,-84.427,56.0,0.0,NA,16.0
1520,2015-03-01,ATL,33.64,-84.427,46.1,0.13,"rain,",14.9
1521,2015-03-02,ATL,33.64,-84.427,62.1,0.05,"rain,",10.3
1522,2015-03-03,ATL,33.64,-84.427,54.0,0.3,"rain,",10.3
1523,2015-03-04,ATL,33.64,-84.427,77.0,0.0,NA,18.3
1524,2015-03-05,ATL,33.64,-84.427,66.8,0.16,"rain,",29.8
1525,2015-03-06,ATL,33.64,-84.427,50.0,0.0,NA,21.8
1526,2015-03-07,ATL,33.64,-84.427,63.0,0.0,NA,8.1
1527,2015-03-08,ATL,33.64,-84.427,71.1,0.0,NA,9.1
1528,2015-03-09,ATL,33.64,-84.427,65.9,0.0,NA,11.4
1529,2015-03-10,ATL,33.64,-84.427,79.1,0.0,NA,12.6
1530,2015-03-11,ATL,33.64,-84.427,71.1,0.03,"rain,",14.9
1531,2015-03-12,ATL,33.64,-84.427,66.8,0.06,"rain,",16.1
1532,2015-03-13,ATL,33.64,-84.427,57.8,0.15,"rain,",23.0
1533,2015-03-14,ATL,33.64,-84.427,69.2,0.06,"rain,",13.8
1534,2015-03-15,ATL,33.64,-84.427,77.0,0.0,NA,11.4
1535,2015-03-16,ATL,33.64,-84.427,82.1,0.0,NA,9.1
1536,2015-03-17,ATL,33.64,-84.427,79.1,0.0,NA,19.6
1537,2015-03-18,ATL,33.64,-84.427,72.0,0.0,NA,12.7
1538,2015-03-19,ATL,33.64,-84.427,65.9,0.44,"rain,",17.2
1539,2015-03-20,ATL,33.64,-84.427,68.0,0.01,"rain,",11.4
1540,2015-03-21,ATL,33.64,-84.427,71.1,0.0,NA,11.4
1541,2015-03-22,ATL,33.64,-84.427,57.8,1.0,"rain,",13.8
1542,2015-03-23,ATL,33.64,-84.427,66.8,0.01,"rain,",17.2
1543,2015-03-24,ATL,33.64,-84.427,72.0,0.0,NA,10.2
1544,2015-03-25,ATL,33.64,-84.427,72.0,0.01,"rain,",9.1
1545,2015-03-26,ATL,33.64,-84.427,73.1,0.0,NA,12.8
1546,2015-03-27,ATL,33.64,-84.427,65.0,0.03,"rain,",23.0
1547,2015-03-28,ATL,33.64,-84.427,52.1,0.02,"rain,",16.1
1548,2015-03-29,ATL,33.64,-84.427,61.1,0.01,"rain,",11.4
1549,2015-03-30,ATL,33.64,-84.427,70.1,0.48,"rain,",17.1
1550,2015-03-31,ATL,33.64,-84.427,74.9,0.01,"rain,",16.0
1551,2015-04-01,ATL,33.64,-84.427,79.1,0.64,"rain,",12.7
1552,2015-04-02,ATL,33.64,-84.427,74.9,0.07,"rain,",13.8
1553,2015-04-03,ATL,33.64,-84.427,83.0,0.22,"rain,",17.2
1554,2015-04-04,ATL,33.64,-84.427,72.0,0.32,"rain,",24.1
1555,2015-04-05,ATL,33.64,-84.427,68.0,0.0,NA,16.1
1556,2015-04-06,ATL,33.64,-84.427,70.1,0.61,"rain,",11.4
1557,2015-04-07,ATL,33.64,-84.427,80.1,0.0,NA,10.3
1558,2015-04-08,ATL,33.64,-84.427,86.0,0.0,NA,13.8
1559,2015-04-09,ATL,33.64,-84.427,83.9,0.01,"rain,",17.2
1560,2015-04-10,ATL,33.64,-84.427,75.8,1.13,"rain,",12.7
1561,2015-04-11,ATL,33.64,-84.427,78.2,0.38,"rain,",10.3
1562,2015-04-12,ATL,33.64,-84.427,69.2,0.02,"rain,",13.8
1563,2015-04-13,ATL,33.64,-84.427,74.0,0.19,"rain,",14.9
1564,2015-04-14,ATL,33.64,-84.427,81.0,0.35,"rain,",13.8
1565,2015-04-15,ATL,33.64,-84.427,75.8,0.48,"rain,",18.3
1566,2015-04-16,ATL,33.64,-84.427,57.8,0.27,"rain,",18.3
1567,2015-04-17,ATL,33.64,-84.427,63.0,0.71,"rain,",10.3
1568,2015-04-18,ATL,33.64,-84.427,72.0,0.25,"rain,",9.1
1569,2015-04-19,ATL,33.64,-84.427,71.1,0.52,"rain,",15.0
1570,2015-04-20,ATL,33.64,-84.427,76.9,0.0,NA,20.8
1571,2015-04-21,ATL,33.64,-84.427,71.1,0.0,NA,19.6
1572,2015-04-22,ATL,33.64,-84.427,77.0,0.0,NA,16.1
1573,2015-04-23,ATL,33.64,-84.427,68.0,0.0,NA,16.1
1574,2015-04-24,ATL,33.64,-84.427,75.8,0.0,NA,10.2
1575,2015-04-25,ATL,33.64,-84.427,79.0,0.92,"rain,",13.8
1576,2015-04-26,ATL,33.64,-84.427,83.0,0.0,NA,24.1
1577,2015-04-27,ATL,33.64,-84.427,70.1,0.0,NA,13.8
1578,2015-04-28,ATL,33.64,-84.427,72.0,0.0,NA,13.9
1579,2015-04-29,ATL,33.64,-84.427,62.1,0.86,"rain,",17.1
1580,2015-04-30,ATL,33.64,-84.427,73.1,0.0,NA,18.3
1581,2015-05-01,ATL,33.64,-84.427,70.1,0.0,NA,17.1
1582,2015-05-02,ATL,33.64,-84.427,75.8,0.0,NA,11.3
1583,2015-05-03,ATL,33.64,-84.427,79.1,0.0,NA,10.3
1584,2015-05-04,ATL,33.64,-84.427,80.1,0.0,NA,10.2
1585,2015-05-05,ATL,33.64,-84.427,80.1,0.0,NA,12.7
1586,2015-05-06,ATL,33.64,-84.427,81.0,0.0,NA,12.7
1587,2015-05-07,ATL,33.64,-84.427,83.9,0.0,NA,11.4
1588,2015-05-08,ATL,33.64,-84.427,86.0,0.0,NA,6.9
1589,2015-05-09,ATL,33.64,-84.427,84.8,0.0,NA,10.2
1590,2015-05-10,ATL,33.64,-84.427,87.2,0.0,NA,10.3
1591,2015-05-11,ATL,33.64,-84.427,89.1,0.0,NA,13.8
1592,2015-05-12,ATL,33.64,-84.427,83.0,0.0,NA,14.9
1593,2015-05-13,ATL,33.64,-84.427,83.9,0.0,NA,12.7
1594,2015-05-14,ATL,33.64,-84.427,82.1,0.0,NA,12.7
1595,2015-05-15,ATL,33.64,-84.427,80.1,0.0,NA,12.7
1596,2015-05-16,ATL,33.64,-84.427,83.9,0.0,NA,11.4
1597,2015-05-17,ATL,33.64,-84.427,83.9,0.4,"rain,",11.4
1598,2015-05-18,ATL,33.64,-84.427,83.0,1.18,"rain,",9.2
1599,2015-05-19,ATL,33.64,-84.427,83.9,0.0,NA,9.2
1600,2015-05-20,ATL,33.64,-84.427,86.0,0.0,NA,10.3
1601,2015-05-21,ATL,33.64,-84.427,79.1,0.01,"rain,",19.6
1602,2015-05-22,ATL,33.64,-84.427,78.2,0.0,NA,16.1
1603,2015-05-23,ATL,33.64,-84.427,81.0,0.0,NA,11.4
1604,2015-05-24,ATL,33.64,-84.427,83.0,0.0,NA,12.7
