,Date,Expected Departure Time,Expected Arrival Time,Distance,Latitude,Longitude,Max Temp,Precip,Wind Speed,Weather Delay
35,2017-12-31,1564.1694094869313,1660.4540174249757,644.4898354307841,34.64416650532397,-87.04191190706683,44.923330106486105,0.5396708615682515,15.103775411422982,1033
36,2018-01-31,1476.9743881616391,1601.229937393284,732.770062606716,36.05753955606129,-92.60111269208704,39.183836084234834,0.06937962435970411,19.393853158793103,1757
37,2018-02-28,1470.1810668670173,1625.7655897821187,584.129977460556,38.41583320811413,-92.75638016528822,41.4546957175055,0.6271975957926379,17.751164537941353,1331
38,2018-03-31,1386.2250639386189,1581.6479113384485,1037.9420289855072,36.639101449275216,-95.0354910485923,55.67374254049474,0.19002557544757048,18.25447570332486,1173
39,2018-04-30,1574.8698979591836,1722.4413265306123,555.2448979591836,37.056275510204,-93.7897525510202,63.15841836734666,0.2308673469387751,25.291071428571378,392
40,2018-05-31,1547.6826923076924,1658.8777472527472,607.5260989010989,39.578081043955834,-91.23393131868173,79.0260989010987,0.6909340659340606,18.622115384615423,728
41,2018-06-30,1568.1930555555555,1659.0875,667.7083333333334,38.74190833333306,-92.12020000000062,84.41249999999975,0.3995277777777758,18.414583333333344,720
42,2018-07-31,1615.8709677419354,1732.1370967741937,721.916129032258,36.76139838709664,-96.88096774193615,88.39483870967756,0.11687096774193548,18.87758064516126,620
43,2018-08-31,1666.3374558303888,1769.8462897526501,790.7491166077739,38.13084982332148,-93.35780388692636,87.47844522968171,0.4362897526501766,17.37844522968193,566
44,2018-09-30,1603.8456057007127,1669.4263657957245,749.2731591448932,35.578024940617695,-94.38500356294503,85.53729216152058,1.2340498812351584,16.11983372921627,842
45,2018-10-31,1552.8256302521008,1624.5252100840337,618.8382352941177,34.89373109243701,-94.83601680672236,70.77878151260485,1.4893487394957983,16.969117647058816,476
46,2018-11-30,1465.868757259001,1555.6132404181185,724.054587688734,39.85082810685211,-91.24784552845544,42.28339140534297,0.1981184668989559,29.009175377468203,861
47,2018-12-31,1569.1334332833583,1613.8530734632684,644.1424287856072,35.5407526236884,-95.36314992503678,53.434932533732905,0.9371814092953586,19.765817091454284,667
